Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Congo, Rep.",COG,GDP (current US$),131731863,151675739,166521240,172233431,185693725,198318064,220613582,237397428,251247458,265040036,274960700,322128019,410669263,541973362,585364635,767102679,754549601,765224031,878771771,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,2684323618,1769365439,2116003868,2540697538,2322719101,1949481381,2354772959,3227927697,2796704603,3034250926,3503723087,4656974938,6650001685,8072305031,8782703428,11649857662,9723299908,13148396206,15655383586,17692911281,17958720704,17912907682,11890259177,10219341017,11094823677,13670038020,12.8B,10.5B,12.5B
Colombia,COL,GDP (current US$),4031152977,4540447761,4955543963,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894411352,34942489684,36373307085,39212550050,39540080200,47844090710,49175565911,58418985443,66446804803,81703500846,92507279383,97160109278,106659508271,98443739941,86186158685,99886577331,98211749596,97963003805,94641378693,117081522350,145619191582,161618581266,206181826825,242186950901,232397835678,286563105192,334943871932,370921320484,382116126449,381112119657,293481748241,282825009887,311883730690,334198214706,323.1B,270.3B,314.3B
Comoros,COM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,212218226,196349968,184008996,191621958,184697210,196726077,279197697,337525871,356500027,341476764,429622148,424108797,457388579,452881443,319189200,398461790,396053798,364445590,370106776,382454990,351136568,378512003,425964697,546885185,633706149,653845123,698431828,795673128,915659193,905341091,907978724,1023086184,1015843369,1116224161,1149587652,966029542,1012835518,1077439663,1188797575,1.2B,1.2B,1.3B
Cabo Verde,CPV,GDP (current US$),,,,,,,,,,,,,,,,,,,,,142246876,139468115,140630759,138476239,132019065,137728155,190651208,235253172,264308140,267448513,306891107,319827059,357160985,490417390,406580652,487148994,501979069,490608658,521910561,592416703,539227278,563024383,620974660,813963830,924318491,971977088,1107891063,1513933983,1789333749,1711817182,1664310770,1865915544,1741809809,1850470042,1859898513,1596800287,1663008687,1769787215,1966501118,2.0B,1.7B,1.9B
Costa Rica,CRI,GDP (current US$),507513830,490325182,479180824,511902137,542578367,592981162,647305630,699456619,773841494,853630204,984830158,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564044017,9582866263,10486784805,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745712007,37658614803,42762617082,47231651863,50949672206,52016408951,56441917653,58847016045,60516043590,62420165100,64.4B,62.2B,64.3B
Caribbean small states,CSS,GDP (current US$),1880306125,2038301741,2153895648,2290313588,2470264540,2660946063,2888647978,3102515476,3083590687,3359706536,3695257613,4017606923,4639299319,5076285828,6595605183,7706760555,7932122921,9210482686,9433651129,10835423670,13495267730,14890317368,16517827317,16735576444,15982827317,15814747523,14441278728,15521747480,16459864447,16872897191,18011678552,17878504939,17575413724,19033356758,20014967687,22072783646,24081792639,28202808369,30129171334,31944649113,34249904537,35284396506,37023706335,39580356455,43293805574,48957056297,55704431126,61916043830,70404981344,59480682376,64592893104,69730495218,72141071446,73521446002,74620404150,73535009882,69478366695,72533236071,75431169088,77.0B,65.9B,70.0B
Cuba,CUB,GDP (current US$),,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100050000000,103.4B,107.4B,
Curacao,CUW,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2933128492,3024525140,3039944134,3048435754,3042737430,3014748603,3009497207,3020388817,3.0B,2.5B,
Cayman Islands,CYM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200439499,4466438823,4586114070,4281868766,4156990816,4186223865,4291158968,4405954696,4563017852,4708336756,4909498943,5166467287,5530377593,5.9B,5.6B,
Cyprus,CYP,GDP (current US$),,,,,,,,,,,,,,,,489914761,576090074,734887974,964026512,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23156850007,19842404305,20953442550,22870833710,25522671233,25.8B,24.7B,27.7B
Czechia,CZE,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,100090467581,119814434354,137143471328,156264095665,190183800884,236816485763,207434296805,209069940963,229562733399,208857719321,211685616593,209358834156,188033050460,196272068576,218628940952,248950103352,252.5B,245.3B,282.3B
Germany,DEU,GDP (current US$),,,,,,,,,,,215838448138,249985055484,299801542047,398374021954,445303484242,490636517211,519754453161,600498238019,740469983447,881345176609,950290856467,800472055387,776576439107,770684323248,725111123634,732534887058,1046259374944,1298176105550,1401233225303,1398967436804,1771671206876,1868945197407,2131571696932,2071323790370,2205074123177,2585792275147,2497244606187,2211989623280,2238990774703,2194945278873,1947981991012,1945790973803,2078484517475,2501640388482,2814353869359,2846864211175,2994703642024,3425578382922,3745264093617,3411261212652,3399667820000,3749314991051,3527143188785,3733804649549,3889093051024,3357585719352,3469853463946,3690849152518,3977289455388,3888.3B,3846.4B,4223.1B
Djibouti,DJI,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738,395794539,409220087,452328087,462421999,478058305,466048469,491689221,497723961,494004648,502675542,514267869,536080148,551230862,572417441,591122040,622044666,666072102,708633195,768873684,847918929,999105339,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3.1B,3.2B,3.4B
Dominica,DMA,GDP (current US$),,,,,,,,,,,,,,,,,,45872947,57130216,55017759,72804653,82107391,89527577,98665191,109157071,119491933,135161959,151868754,171106184,185137243,201429630,219762963,234059259,245525926,264374074,274522222,292285185,302988889,322411111,331759259,333470370,340203704,333196296,343311111,367200000,364255556,390251852,421374074,458188889,489074074,493825926,501025926,485996296,498296296,520207407,540737037,576229630,521551852,554770370,611.5M,504.2M,545.6M
Denmark,DNK,GDP (current US$),,,,,,,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,109414423929,115552846617,112409222183,138247285816,139224688814,152915654479,143195627015,156162386725,185006881515,187632346388,173537647059,176991934993,177965188355,164158739098,164791442543,178635163717,218096033517,251373002954,264467336457,282884947703,319423424509,353361038818,321241303699,321995279402,344003137611,327148943812,343584391648,352993631618,302673070847,313115929314,332121063806,356841216410,347.6B,356.1B,397.1B
Dominican Republic,DOM,GDP (current US$),672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044592945,6122198120,5826987099,5374314928,6686593060,7073675545,9824498183,11605382504,13081042400,14644711385,16637370839,18241691857,20017480055,21672231761,22136621337,24305717542,25601765401,27137508657,21403167848,22322395368,35777570136,37879869898,43965420072,48122547177,48261033298,53860175556,58029750746,60681537196,62682163837,67179914027,71164825257,75704720190,79997975622,85555378043,88.9B,78.8B,94.2B
Algeria,DZA,GDP (current US$),2723593385,2434727330,2001428328,2702960118,2909292864,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6766766611,8707847924,13210029612,15557934268,17728347375,20971901273,26364491313,33243422158,42346380831,44348672668,45207088716,48801369800,53698278906,57937868670,63692238160,66746396416,59089067187,55634414465,62048562947,45715614560,48003078389,49945599429,42543178042,41764315330,46941582519,48177612042,48187747529,48640653469,54790392746,54744712815,56760355865,67863828413,85332581189,103198223709,117027307541,134977082624,171000699877,137211035770,161207270185,200013052199,209058991952,209755003251,213810024944,165979279263,160034163871,170097014589,174910878623,171.8B,145.0B,168.0B
Ecuador,ECU,GDP (current US$),2069465326,1753850417,1518208221,1824344492,2244146868,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108.1B,99.3B,106.2B
"Egypt, Arab Rep.",EGY,GDP (current US$),,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107426086957,130437828371,162818181818,189147005445,218983666062,235989672978,279116666667,288434108527,305595408895,329366576819,332441717791,235733695652,249712999437,303.1B,365.3B,404.1B
Eritrea,ERI,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101652,467872715,531688312,578015625,693535954,686490090,745526155,688921326,706370816,752368496,729321367,870247703,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,
Spain,ESP,GDP (current US$),12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,114777046377,118507184780,132449277108,160599687500,214601955875,232766822929,202807891512,195996754506,170951185615,172102910371,180793463796,251321075205,318747935588,376160409941,414757056922,536558591250,577166174540,630916018203,525075636031,530562634455,614609020550,642588992513,590077272727,619214834614,634907542858,598363313495,627830029412,708756677089,907491523174,1069055675274,1153715822718,1260398977832,1474002579820,1631863493552,1491472923707,1422108199783,1480710495710,1324744314782,1355142585078,1371222712536,1195599995809,1232912963206,1312539279462,1420994142512,1393.0B,1281.5B,1425.3B
Estonia,EST,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30489500905,31.0B,30.7B,36.3B
Ethiopia,ETH,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81770791971,84269348327,95.9B,107.7B,111.3B
Finland,FIN,GDP (current US$),5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,109058990760,119012054870,141438345514,127773856786,112532519246,89214114708,103299943085,134189814815,132129174217,126912152102,134038718291,135264083659,126019543413,129533107312,140404460203,171652458349,197479443979,204885494686,217089269792,256378067752,285716311137,253497520829,249424310817,275604356167,258290060228,271362405891,274862826772,234534382385,240771351299,255647979916,275715087495,268.5B,271.8B,299.2B
Fiji,FJI,GDP (current US$),112328422,116987785,122906435,129454729,140032741,147084750,150603926,162625886,166952937,182182068,219878482,247749328,316650509,425963359,558589871,684268281,694552412,719533137,829239490,1019743927,1202567359,1235665809,1194122694,1123107276,1177997414,1141123440,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1532401863,1636074718,1825763268,1970347721,2128696644,2090184941,1653160862,1936484565,1678239218,1652464201,1833279985,2300453634,2708078477,2980484920,3076305453,3378314600,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204230,5353404422,5581371850,5.5B,4.6B,4.6B
France,FRA,GDP (current US$),62225478001,67461644222,75607529810,84759195106,94007851047,101537248148,110045852178,118972977486,129785441507,141903068680,148456359986,165966615366,203494148244,264429876252,285552373159,360832186018,372319038514,410279486494,506707848837,613953129818,701288419745,615552202776,584877732309,559869179792,530683779929,553138414367,771470783218,934173305686,1018847043277,1025211803414,1269179616914,1269276828276,1401465923172,1322815612694,1393982750473,1601094756210,1605675086550,1452884917959,1503108739159,1493151737698,1365639660792,1377657339291,1501409382971,1844544792037,2119633181634,2196945232436,2320536221305,2660591246212,2930303780828,2700887366932,2645187882117,2865157541994,2683671716967,2811876903329,2855964488590,2439188643163,2472964344587,2595151045198,2790956878747,2728.9B,2630.3B,2937.5B
Faroe Islands,FRO,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113926695,1131532926,1068278260,1162024799,1276375290,1500235287,1708217189,1754406443,2014663348,2333137388,2488397638,2295640657,2322202664,2499152495,2414380665,2677296441,2901131403,2561824641,2804863556,2969876872,3180074747,3.3B,3.2B,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412.5M,407.5M,404.2M
Gabon,GAB,GDP (current US$),141468978,167637908,182796536,154480244,215679855,226474286,245849782,271543680,294468565,318124701,323802475,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5080483464,5023265365,5335451308,6511903657,7770219480,9582783318,10327598801,12455410056,15571349776,12113699661,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771,16867325127,16.9B,15.3B,18.3B
United Kingdom,GBR,GDP (current US$),73233967692,77741965703,81247564157,86561961812,94407558351,101824755079,108572752102,113116888211,107759910068,116464702803,130671946244,148113896325,169965034965,192537971583,206131369799,241756637168,232614555256,263066457352,335883029722,438994070309,564947710899,540765675241,515048916841,489618008186,461487097632,489285164271,601452653181,745162608269,910122732124,926884816754,1093169389205,1142797178131,1179659529660,1061388722256,1140489745944,1346422597444,1421514820593,1559569417158,1653391851606,1685762821550,1662127402028,1643908161796,1784076738609,2057093877551,2421814353717,2544829090909,2717059797608,3106182472989,2938882352941,2425798410967,2491110093454,2674891473844,2719158341006,2803291406030,3087165602963,2956573778738,2722851958486,2699016715111,2900791442554,2878.7B,2756.9B,3186.9B
Georgia,GEO,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2514070772,2693768413,3095047604,3510520231,3613541517,2800049395,3057475335,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916,17596922470,17.5B,15.8B,18.7B
Ghana,GHA,GDP (current US$),1217086835,1302521008,1382352941,1540616246,1731092437,2053221289,2126050420,1746806039,1666910166,1962051319,2215029450,2417107708,2112292945,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68.3B,70.0B,77.6B
Gibraltar,GIB,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295982,2432029434,2666750686,3015058139,3284620543,3279096606,3383092828,3693710533,3868968302,3783700462,3588375477,3461282543,2995361141,2829435957,2950198649,3446441698,3635458133,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8595955581,10324668267,11857030337,13.4B,14.2B,15.9B
"Gambia, The",GMB,GDP (current US$),,,,,,,44212354,46695363,41160659,45168723,52296837,55728609,59161545,75187970,95797533,115182522,112189468,138094243,171836793,207114383,241080709,218764446,216051496,213446563,177338802,225724852,185646209,220626484,266673126,284119692,317083374,690314321,714255461,755042548,746491693,785996982,848237109,803630743,840285265,814723460,782915402,687408805,578236035,487038822,961900107,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1484579844,1504909753,1670670669,1.8B,1.8B,2.1B
Guinea-Bissau,GNB,GDP (current US$),,,,,,,,,,,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523635,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150374,226313444,236880822,235620044,253966922,270419779,268550998,206457544,224446664,371095510,392621386,417806667,477458599,532062927,587029054,592365688,696910811,868154709,830126470,849878424,1099818652,989271230,1046087418,1054915645,1048229629,1179004941,1350177128,1504630121,1.4B,1.4B,1.6B
Equatorial Guinea,GNQ,GDP (current US$),,,9122751,10840095,12712471,64748333,69110000,72317447,67514286,67225714,66331429,64946955,65429198,81203227,94159863,104295643,103653050,103987520,,,50642881,36731423,44294648,44442457,50320914,62118565,76407397,93345848,100534663,88265975,112119407,110906032,134707184,136047896,100807002,141853368,232463036,442337849,370687619,621117886,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314442183,21357344847,22388345810,21948835350,21765454404,13185496836,11240809132,12200912828,13097011208,11.4B,10.1B,12.3B
Greece,GRC,GDP (current US$),4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105143232380,116224672864,108809059156,116601801966,136878365936,145861612401,143157600150,144428172489,142588875294,130457756628,136309295225,154564203587,202370140236,240963562236,247875422204,273546728473,318902829551,355908689477,331308500253,297124961972,282995942007,242029307133,238907690051,235458133125,195683527003,193148146587,199844406014,212049447242,205.1B,188.8B,216.2B
Grenada,GRD,GDP (current US$),,,,,,,,,,,,,,,,,,71494495,88322386,102244362,110900457,115651919,125435590,131803552,145533311,167728455,187589523,215009570,236357524,267327642,278098763,300757889,310160444,309812185,325111815,342172519,366911444,392190593,445903593,482009370,520044370,520444185,540336926,591018407,599118593,695555556,698700667,758683593,825976037,771275556,771013259,778655926,799882259,842620111,911497407,997007926,1061640741,1125685185,1166523556,1.2B,1.0B,1.1B
Greenland,GRL,GDP (current US$),,,,,,,,,,,69520027,88570953,106101176,140153748,169918949,211194306,240780414,282269373,355989047,420642463,476055288,435746975,402405069,416183707,379371608,412876071,603015696,787392366,898611008,929796722,1018970365,1016493395,1037921837,927219729,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2851610656,3055791341,3.0B,3.1B,
Guatemala,GTM,GDP (current US$),1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77.0B,77.6B,86.0B
Guam,GUM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6.4B,5.8B,
Guyana,GUY,GDP (current US$),170215248,185848451,194948375,175756869,194773377,213235294,228705882,250176471,229750000,249300000,267800000,282050000,285380952,307047619,433954545,494791667,454440000,449880000,507080000,530440000,603200000,570357107,482000000,489333333,437631605,453488372,504651140,354591847,413799990,379779390,396582263,348533095,373573141,454101382,540874934,621626786,705406001,749138010,717530683,694754988,712667897,712167576,726131435,743064077,787814379,824880550,2379818383,2730971150,3025187924,3165663153,3432913073,3691384318,4063089192,4167800259,4127659492,4279840194,4482697337,4748174334,4787636237,5.2B,5.5B,7.4B
"Hong Kong SAR, China",HKG,GDP (current US$),1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272278635,120353947981,135812069769,144652912433,159717233622,177352785420,168886163222,165768095392,171668164083,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405594,219279678430,214046415026,228637697575,248513617677,262629441493,275696879835,291459356985,309383627029,320858250776,341273289534,361731070996,363.1B,344.9B,368.1B
Honduras,HND,GDP (current US$),335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186650135,7651174661,7858235333,8230387552,8869311411,9757034457,10917481688,12361257681,13881701034,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24067778954,25.1B,23.8B,28.5B
Croatia,HRV,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081925,24075166261,24091170703,25792876644,23677307509,21839780971,23273640257,27074550258,34985749883,41958833541,45780237257,50860788253,60542673503,70750646248,63084004705,60426018629,63169910822,57192346923,58889082315,58330289757,50163192883,52295158344,56214427431,62247874949,62.2B,57.2B,67.8B
Haiti,HTI,GDP (current US$),273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6813577558,6331961555,6058134467,4826827577,6036959915,7184064657,7518107787,9522763154,10485225353,11597014807,11859315079,13008754111,13708926466,14902474091,15139264670,14833154472,13987693739,15035560373,16455034353,14.8B,14.5B,20.9B
Hungary,HUN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,104141042626,113236711636,115751266695,140227560615,158374419641,131114229049,132231134159,141999960210,128857370477,135732595722,141078984817,125210324613,128636108315,143136245597,160586833778,163.5B,156.7B,182.3B
Indonesia,IDN,GDP (current US$),,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289491747,79954072569,75929617576,84300174476,94451427898,106140727357,116621996217,128026966580,158006700302,176892143932,202132028723,227369679375,215748998610,95445547873,140001351215,165021012078,160446947785,195660611165,234772463824,256836875295,285868618224,364570514305,432216737775,510228634992,539580085612,755094160363,892969107923,917869910106,912524136718,890814755233,860854235065,931877364178,1015618742566,1042271531012,1119.1B,1058.7B,1186.1B
Isle of Man,IMN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762874,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7.3B,,
India,IND,GDP (current US$),37029883876,39232435784,42161481858,48421923459,56480289941,59554854576,45865462034,50134942204,53085455871,58447995017,62422483055,67350988021,71463193831,85515269585,99525899116,98472796457,102717164466,121487322476,137300295313,152991653794,186325345087,193490610030,200715145363,218262273407,212158234167,232511877842,248985994041,279033584092,296588994812,296042354985,320979026420,270105341879,288208430384,279296022988,327275583540,360281952717,392897054348,415867753864,421351477505,458820417338,468394937262,485441014539,514937948870,607699285434,709148514805,820381595513,940259888792,1216735441525,1198895582138,1341886602799,1675615335601,1823049927771,1827637859136,1856722121395,2039127446299,2103587813813,2294797980509,2651472946375,2702929718960,2831.6B,2667.7B,3173.4B
Ireland,IRL,GDP (current US$),1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,100207610430,109346669230,128596035288,164670771260,194372115041,211876989656,232180617162,270079279420,275447471451,236443115854,221876011284,238975558967,225496810957,238279269751,258969649064,291580037584,298928152645,335430829594,385041711506,399.1B,425.9B,498.6B
