Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Iran, Islamic Rep.",IRN,GDP (current US$),4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,100499312750,125948756439,156365156618,162276728620,180183629600,209094561833,134009995923,123057861334,120496362916,124813263926,,,63743623232,71841461173,96419225744,120403931885,113919163421,110276913363,113848450088,109591707802,126878750296,128626917504,153544751395,190043433965,226452138292,266298911661,349881601459,412336172447,416397025729,486807615326,626133114527,644035510448,492775565650,460382791826,408212918054,457954614143,486630146444,330991589889,291.4B,231.5B,
Iraq,IRQ,GDP (current US$),1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,180408064516,407796350,553671958,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,131614433712,111657581662,138516722650,185749664444,218002481738,234637675129,228415656175,166774109674,166602488748,187217660051,227367469034,233.6B,184.4B,207.9B
Iceland,ISL,GDP (current US$),248434097,253885656,284916516,340061650,434267937,523694949,628893310,621225962,474399472,414709311,526704545,670251136,839652164,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419251,3492997010,3206626645,2765950336,2864441387,2984052357,3989622739,5520318405,6106635816,5672569449,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24.9B,21.7B,25.5B
Israel,ISR,GDP (current US$),2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,,,,,,,,,,,,,,,,,,,,,,,,,,100605702521,110180666416,114753492202,115999082656,117166318091,132455662080,130816321183,121148475242,127046633803,135571348059,142657069100,154145495309,179161786957,216711549610,207953439209,234654589560,262293871093,258417104164,294167366504,310944937638,300078278118,319024417317,355277223507,373641241441,397.9B,407.1B,481.6B
Italy,ITA,GDP (current US$),40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113395315985,124672365793,145260039841,175492055795,199564489431,227695851127,224717278437,257596313364,315058323066,393677161501,477256775944,430702851303,427272645669,443042373789,437887689002,452217492141,640386352773,805713128174,891608957156,928661332204,1181222653523,1246220156079,1320161644933,1064958075551,1099216688281,1174662070605,1312426527795,1241879604366,1270052525928,1252446659834,1146676894210,1168023426056,1276769338449,1577621707051,1806542968546,1858217147204,1949551719390,2213102482751,2408655348719,2199928804119,2136099955237,2294994296590,2086957656822,2141924094299,2162009615997,1836637711061,1877071687634,1961796197354,2091932426267,2011.3B,1892.6B,2099.9B
Jamaica,JAM,GDP (current US$),699050679,748028839,777712446,826690466,897931401,972140557,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4106199176,3535460090,5440064773,5452564385,6577523825,7393883555,8400033894,8787195622,8887061867,9005064475,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15.8B,13.8B,13.6B
Jordan,JOR,GDP (current US$),,,,,,599831980,658078969,631755811,561187342,698963876,639596752,678241389,788574629,943700548,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44.5B,43.7B,45.2B
Japan,JPN,GDP (current US$),44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,105628070343,123781880218,146601072686,172204199481,212609187919,240151807460,318031297492,432082670451,479625998613,521541905673,586161859000,721411786537,1013612173519,1055012119526,1105385973764,1218988935130,1134518001885,1243323592059,1318381627004,1398892744821,2078953333674,2532808573157,3071683013179,3054914166263,3132817652848,3584420077101,3908809463464,4454143876947,4998797547741,5545563663890,4923391533852,4492448605639,4098362709531,4635982224064,4968359075957,4374711694091,4182846045874,4519561645254,4893116005657,4831467035390,4601663122650,4579750920355,5106679115127,5289493117994,5759071769013,6233147172341,6272362996105,5212328181166,4896994405353,4444930651964,5003677627544,4930837369151,5037835383111,5123.3B,5040.1B,4937.4B
Kazakhstan,KAZ,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035368251,22165932063,22135254836,16870821840,18291994909,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,104849886826,133441612247,115308661143,148047348241,192626507972,207998568866,236634552078,221415572820,184388432149,137278320084,166805800596,179339994859,181.7B,171.1B,190.8B
Kenya,KEN,GDP (current US$),791265459,792959472,868111400,926589349,998759334,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579358,5979198464,6191437071,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,100.4B,100.7B,110.3B
Kyrgyz Republic,KGZ,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8.9B,7.8B,8.5B
Cambodia,KHM,GDP (current US$),637142866,642857134,660000009,728571437,782857129,868571429,914285714,962857134,1065714249,978873232,718401158,969911421,505549441,702899156,588443894,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27.1B,25.9B,27.0B
Kiribati,KIR,GDP (current US$),,,,,,,,,,,14295280,15278632,18936527,31710658,85637174,55081817,41109617,38748059,45210026,42620165,38715555,41369800,40572066,37837838,41246161,32125148,32085561,33608738,42972107,41119722,39809539,47515189,47737955,46919625,54832578,56338028,66515377,67537480,65334841,69032258,67254174,63101272,72196458,90231857,102367039,112133944,110234940,132671743,141042610,132419903,155299728,180665807,189630115,184550740,177862310,170291002,178509814,188192060,196230574,177.9M,180.9M,
St. Kitts and Nevis,KNA,GDP (current US$),12366564,12483229,12541562,12833226,13416555,13593932,14469078,16742338,14600000,15850000,16300000,19624746,22944849,24196018,31514856,33364055,30095602,44496296,49433333,58840741,68459259,80888889,86022222,86874074,98603704,111007407,130685185,147748148,172692593,192518519,217259259,220540741,242137037,263755556,295159259,313485185,333944444,374641308,383257331,406595484,421695770,458643829,481077374,469869870,506900000,547203704,644414815,689285185,777691333,774273111,778718111,836092407,826231630,875376407,954062481,958407222,1008942296,1060638333,1078505889,1.2B,980.9M,976.2M
"Korea, Rep.",KOR,GDP (current US$),3958190759,2417558289,2814318517,3988784572,3458939358,3120833333,3928908381,4855907142,6119284294,7678581344,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,101296177099,116836802995,147948259723,199590823957,246927292765,283367525715,330648530715,355525267405,392666101885,463617399963,566583427334,610169556840,569754543830,383330931042,497512659612,576178114168,547658231280,627246081417,702717332013,793175007858,934901071333,1053216909888,1172614086540,1047339010225,943941876219,1144066965324,1253223044719,1278427634343,1370795199976,1484318219634,1465773245547,1500111596236,1623901496836,1724845615629,1651.4B,1637.9B,1798.5B
Kuwait,KWT,GDP (current US$),,,,,,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,101548931771,114639690359,147395089286,105963168867,115419399860,154068115942,174070382279,174161142454,162631412509,114567298106,109419728567,120707435542,138182400494,136.2B,106.0B,
Lao PDR,LAO,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269,714046821,865559856,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18.7B,19.0B,18.8B
Lebanon,LBN,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51.6B,25.9B,18.1B
Liberia,LBR,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3.3B,3.0B,3.5B
Libya,LBY,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,60092950670,68035403136,86708074534,60810211408,75380170508,48167374612,92538004280,75350633011,57372445772,48717854040,49910960875,67158415842,76684175824,69.3B,52.3B,41.9B
St. Lucia,LCA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,170370370,194444444,183333333,197037037,251481481,284444444,340000000,375555556,429629630,486666667,579629630,613703704,674074074,684814815,713703704,762962963,788888889,805925926,877407407,921851852,932592593,892592593,900000000,987407407,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865513430,1996771441,2065127263,2.1B,1.6B,1.8B
Liechtenstein,LIE,GDP (current US$),,,,,,,,,,,90098331,104888628,124941925,165930612,193983720,246387479,272493879,303496276,436918177,503180670,534701916,511658691,522090331,524034110,502617355,529078996,779365168,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6474256119,6692504346,6.4B,,
Sri Lanka,LKA,GDP (current US$),1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428128124,87963042341,83.9B,81.0B,84.5B
Lesotho,LSO,GDP (current US$),34579308,35699286,41859163,47039059,51938961,54878902,56698866,59260815,61444771,65966681,68738625,76482103,80915832,121181556,150846210,149560514,147654094,193307268,266559338,290142518,431561376,434188034,348746823,386699309,333158476,268626913,318862888,402774853,470389180,495404888,596415105,704329193,831033941,835592802,878250451,1001889857,946123276,997996029,928458206,912771291,887295268,825706961,775780698,1157832935,1511236656,1682350935,1800105590,1682016947,1766825413,1740830511,2234731974,2579421686,2477702253,2367113170,2441053176,2359759799,2114020380,2306185361,2514146888,2.5B,2.3B,2.5B
Lithuania,LTU,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53750911866,54.7B,56.5B,65.5B
Luxembourg,LUX,GDP (current US$),703925706,704145671,741509481,791140596,903158754,921600736,968440149,974721763,1066447131,1234878981,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71285019397,70.2B,73.4B,86.7B
Latvia,LVA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34.3B,33.6B,38.9B
"Macao SAR, China",MAC,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,1142503775,1133008226,1304353237,1362079312,1532097040,1957726785,2288759545,2705659767,3246477995,3765226191,4914391079,5665570561,6311194302,7046110595,7176892950,7267563603,6797764075,6547629475,6774193548,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45047964934,45070605746,50440941939,55284360483,55.2B,25.6B,29.9B
St. Martin (French part),MAF,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875858,,,772921756,,,,,,,
Morocco,MAR,GDP (current US$),2037150716,2025689537,2379606422,2657247327,2798339769,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,101370474295,98266306615,106825649872,110081248587,101179808076,103311649248,109682728023,118096227400,119.9B,114.7B,132.7B
Monaco,MCO,GDP (current US$),,,,,,,,,,,293073868,327651488,402460333,523552815,563939671,711922994,735339912,811250927,1000535735,1209898293,1378130996,1205166025,1143229072,1092551781,1037314956,1082851076,1515209588,1839095595,2000674667,2010116851,2481316054,2480598884,2737192565,2574302409,2720310019,3130462610,3137673291,2840175545,2934498443,2906093757,2647885849,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7194024563,7.4B,6.8B,
Moldova,MDA,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974982393,8414351672,8709138765,9496717702,9510198962,7745241913,8071469355,9669741744,11457443185,12.0B,11.9B,13.7B
Madagascar,MDG,GDP (current US$),673081724,699161944,739286907,759345863,802482183,833563472,900264584,956436931,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,5201818349,4759333970,4784977349,4686457013,3905938481,3802557895,4347989799,3212900561,3189456961,3175638333,3931334871,3254713056,3714967007,4063298919,3522226903,3838101052,4931861239,4262965282,4401967499,4277903780,4629247091,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13614412551,14.2B,13.2B,14.6B
Maldives,MDV,GDP (current US$),,,,,,,,,,,,,,,,,,,,,42463576,44781457,47911120,57829787,109503546,127190758,141882254,141223029,168514513,189514434,215043970,244396762,284874920,322417837,356013396,398988955,450382328,508223602,540096398,589239754,624337145,870030469,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4754175869,5300962660,5.6B,3.7B,4.9B
Mexico,MEX,GDP (current US$),13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974026,81814159292,102500000000,134561403509,205139086957,263959336735,184609157801,156159198585,184261495828,195219789801,134550096437,147540738282,181611549976,221400669714,261253582806,313142768453,363157598242,500736065605,527813238126,360073909244,410975595310,500413483109,526502129378,600232874043,707906744575,756706300590,772106378935,729336319677,782240601985,877476221382,975387131716,1052696282279,1109989063587,900045350649,1057801295584,1180489601958,1201089987015,1274443084717,1315351183525,1171867608198,1078490651625,1158913035796,1222408203104,1269.4B,1087.1B,1293.0B
Marshall Islands,MHL,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239.5M,244.5M,248.7M
North Macedonia,MKD,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643,4938775510,2436849342,2682456897,3559607241,4707036096,4642018354,3912986091,3765747305,3863621186,3772857145,3709637830,4018365247,4946292775,5682788267,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382,12683070061,12.6B,12.1B,13.9B
Mali,MLI,GDP (current US$),,,,,,,,275494478,343771973,339913867,359772315,395218629,486617279,563683703,538747341,830710614,939228016,1049838550,1222702572,1595422954,1759691183,1538972427,1333754226,1297765326,1232932105,1392196049,1852163456,2090629984,2169040605,2181821906,2681912149,2724131460,2830673381,2818281080,2081846499,2706425158,2780422048,2697105822,2920358713,3440724708,2961484954,3468337941,3908121310,4714071978,5454249123,6247515892,6905934219,8156468818,9838403091,10231962383,10689168011,12995112698,12442035328,13242690790,14364937128,13104764379,14026048334,15365713059,17070867578,17.3B,17.5B,19.1B
Malta,MLT,GDP (current US$),,,,,,,,,,,250721822,264579880,295118249,345602025,376094108,474620440,527936989,625573346,793675170,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3720400535,3822882801,3793418418,4010571223,4121350732,4069515579,4088368978,4470446391,5448415500,6098092551,6416184181,6778324050,7925371475,9090406767,8696366907,9035932122,9638916481,9462238211,10551661177,11626281387,11091434484,11668286795,13505056442,15301279478,15.7B,14.9B,17.2B
Myanmar,MMR,GDP (current US$),,584351384,612517345,659976660,475197382,402619414,317816210,328182435,531186357,551379226,578992639,559378376,634525053,667038769,1000557950,1128484859,1155595925,1000350727,916914661,919525192,1010596805,1064867669,1302701537,1427209836,1354699245,1310837294,1590096759,1448003804,1392547743,1674823311,2036373523,2137184858,2216072577,2809748387,3821535780,4879257848,5759624742,5633070603,4613071495,5643818689,6849321646,6220270632,6110632858,7754647428,9390855298,10588433069,11863016315,15591182545,23013015832,29455165595,37796052939,54118601975,58318677645,60572257122,63264892768,63045305229,60291736894,61449392056,67144725831,68.7B,78.9B,65.1B
Montenegro,MNE,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4143033276,4544516982,4087725813,4465771673,4593852089,4054728173,4376929572,4856602179,5506944403,5.5B,4.8B,5.8B
Mongolia,MNG,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634,925817092,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11619892396,11181350461,11480847745,13178094459,14.2B,13.3B,15.1B
Northern Mariana Islands,MNP,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1.2B,,
Mozambique,MOZ,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633406065,2639953231,2729550591,2796549978,2899922842,3856799844,4648832184,5263877520,5976408044,5656473652,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104649065,14381552467,16350813487,16974314296,17716091057,15950979333,11936993087,13219079498,14845400593,15.4B,14.0B,16.1B
Mauritania,MRT,GDP (current US$),,159213140,164271591,168186331,224495789,255340527,266533659,282615367,311396000,295062138,309405316,335569089,391669449,493237544,613010958,703378653,775046378,799029667,804629877,951900945,1047924649,1105495368,1108776010,1165170626,1074373735,1009723326,1186628779,1344665271,1414951854,1450647019,1506914408,2133688270,2164292208,1847350612,1944876755,2091731421,2132081882,2072001067,2032345832,1985924387,1779523344,1746064719,1777058593,2051147607,2362501023,2936019526,3919577286,4346206809,5206444407,4714592493,5628878866,6764627666,6728208836,7223071177,6592537782,6166863960,6398747532,6800135962,7352533586,7.9B,7.9B,8.2B
Mauritius,MUS,GDP (current US$),,,,,,,,,,,,,,,,,704033525,823634465,1015365145,1211141231,1131788192,1142393555,1078408830,1090276947,1040557089,1076121094,1462900255,1880852914,2134517068,2181930255,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4343710333,4663313620,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14.0B,10.9B,11.2B
Malawi,MWI,GDP (current US$),162956741,174576508,183116338,190816184,194736105,229455411,260394792,269814968,245169807,265810632,290531621,365386930,406062874,444281704,548621018,613220653,670317634,806290841,949034017,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,8943543677,9880676219,11.0B,12.2B,12.6B
Malaysia,MYS,GDP (current US$),1916241997,1901868548,2001502679,2510126748,2674441396,2956356984,3143538482,3188945512,3330393310,3664575983,3864170913,4244340334,5043268549,7662996767,9496074114,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49143148094,59167550163,66894837030,74478356958,88705342903,100855393910,100005323302,72167498981,79148421053,93789736842,92783947368,100845526316,110202368421,124749473684,143534102611,162691238209,193547824063,230813897716,202257625195,255016609233,297951960784,314443149443,323277158907,338061963396,301354803994,301255380276,319112136545,358791513221,365.3B,337.0B,372.7B
Namibia,NAM,GDP (current US$),,,,,,,,,,,,,,,,,,,,,2422096075,2249854740,2118741469,2297400688,1951229618,1608219310,1809073862,2300105497,2495059627,2535113565,2789944498,2996885561,3429538534,3251230621,3666501464,3978497753,3989208662,4154955686,3873098656,3868541599,3922247990,3557333364,3349184760,4926471294,6609198833,7248394160,8001779551,8839526452,8607475308,8938868165,11431334447,12523402329,13042007432,12043276397,12435416060,11335179562,10721994677,12895153160,13682062249,12.5B,10.6B,12.2B
New Caledonia,NCL,GDP (current US$),,,,,,159594492,164206536,180036767,215507162,263108841,358815684,413985778,506808997,542293400,637403480,816652167,798313525,837620127,846004692,1047225724,1182463959,972564157,904599872,823857894,796066193,854820894,1201321509,1488093104,2072775508,2185082943,2529440424,2653781629,2923883311,2822244192,3038727542,3628441984,3606968707,3291130072,3556305297,3647802506,3420033047,3297734668,3740057133,4915355784,5895011252,6238632284,6979153332,8819922042,9067623001,8704436169,9364347372,10351442209,9659153061,10151385306,10635039739,8738205837,8724570250,9173668102,9846922416,9.4B,9.4B,
Niger,NER,GDP (current US$),449526873,485785235,531736493,586294761,582816358,673383604,702296184,665586975,641214211,625867923,649916708,693573595,742779740,946385033,1026136974,1048690933,1064517575,1291457973,1774365275,2109278102,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,3512356353,3285796980,3386232592,3052673623,1938058161,2302537682,2405687081,2290318800,2643363407,2537790023,2241753120,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9683867894,10398862245,11185102400,12808660528,12.9B,13.7B,15.0B
Nigeria,NGA,GDP (current US$),4196092258,4467200336,4909302954,5165489010,5552822484,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,164475209516,142769363314,97094911792,73484359521,73745821158,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925815,27752204320,33833042988,44062465800,51075815093,54457835193,54604050168,59372613486,69448756933,74030364472,95385819321,104911947834,136385979322,176134087150,236103982432,275625684969,339476215684,295008767295,361456622216,404993594134,455501524575,508692961937,546676374568,486803295098,404650006429,375746469539,397190484464,448.1B,432.3B,440.8B
